,artist,lyrics,song,label
30,Elis Regina,"Deve ser bom, deve ser bom
To fechado pra balanco
Meu saldo deve ser bom
Deve  ser bom
Vou sambar de roda um pouco
Um xaxado bem guardado
E mais algum trocado
Se tiver gingado eu T, eu t, eu t
Eu t de corpo fechado, eu t, eu t
Deve ser bom, deve ser bom
T fechado pra balanco
Meu saldo deve ser bom
Um pouco da minha grana

Vais ter saudade, baiana
Ponho sempre por semana
Cinco cartas no correio
Gasto sola de sapato
Mas aqui custa barato
Cada sola de sapato
Custa um samba, um samba e meio
O resto
O resto nao d despesa
Viver nao me custa nada
Viver s me custa a vida
E a minha vida foi dada",Fechado Pra Balanco,0.862
31,Elis Regina,"Once there was a way to get back homeward
Once there was a way to get back home
Sleep little darling, do not cry
And I will sing a lullaby

Once there was a way to get back homeward
Once there was a way to get back home
Sleep little darling, do not cry
And I will sing a lullaby

Golden slumbers fill your eyes
Smiles awake you when you will rise
Sleep little darling, do not cry
And I will sing a lullaby

Boy you gonna carry that weight
Carry that weight in a long time

Golden Slumbers fill your eyes
Smiles awake you when you will rise
Sleep little darling, do not cry
And I will sing a lullaby

Boy you gonna carry that weight
Carry that weight in a long time",Golden Slumbers,0.404
32,Elis Regina,"Gracias a la vida que me ha dado tanto
Me dio dos luceros, que cuando los abro,
Perfecto distingo lo negro del blanco
Y en el alto cielo su fondo estrellado
Y en las multitudes el hombre que yo amo

Gracias a la vida que me ha dado tanto
Me ha dado el oido que en todo su ancho
Graba noche y dia, grillos y canarios,
Martillos, turbinas, ladridos, chubascos,
Y la voz tan tierna de mi bien amado

Gracias a la vida que me ha dado tanto
Me ha dado el sonido y el abecedario;
Con el las palabras que pienso y declaro:
Madre, amigo, hermano, y luz alumbrando
La ruta del alma del que estoy amando

Gracias a la vida que me ha dado tanto
Me ha dado la marcha de mis pies cansados;
Con ellos anduve ciudades y charcos,
Playas y desiertos, montanas y llanos,
Y la casa tuya, tu calle y tu patio

Gracias a la vida que me ha dado tanto
Me dio el corazon que agita su marco
Cuando miro el fruto del cerebro humano,
Cuando miro al bueno tan lejos del malo,
Cuando miro al fondo de tus ojos claros

Gracias a la vida que me ha dado tanto
Me ha dado la risa y me ha dado el llanto
Asi yo distingo dicha de quebranto,
Los dos materiales que forman mi canto,
Y el canto de ustedes que es mi mismo canto,
Y el canto de todos que es mi propio canto
Gracias a la vida que me ha dado tant",Gracias a la Vida,0.594
33,Elis Regina,"Sad is to live in solitude
Far from your tranquil altitude
Sad is to know that no one ever can live on a dream
That never can be, will never be
Dreamer awake, wake up and see.

Your beauty is an aeroplane
So high my heart can't bear the strain
A heart that stops when you pass by
Only to cause me pain
Sad is to live in solitude",Triste,0.448
34,Elis Regina,"Let someone start believing in you
Let him hold out his hand
Let him touch you and watch what happens
When someone who can look in your eyes
And see into your heart
Let him find you and watch what happens
Cold
No, I won't believe your heart is cold
Maybe just afraid
To be broken again
Let someone with a deep love to give
Give that deep love to you
And what magic you'll see
Let someone give his heart
Someone who cares like me
Let someone give his heart

Cold
No, I won't believe your heart is cold
Maybe just afraid
To be broken again
Let someone with a deep love to give
Give that deep love to you
And what magic you'll see
Let someone give his heart
Someone who cares like me
Let someone give his heart
Someone who cares like me
Someone who cares like me
Someone who cares like me",Watch What Happens,0.465
35,Elisa,"Tell me who you are now what you're waiting for
Will you be the same after you've gone through every door
Teach me how to play your game and what you want to be
Will you recognize me when you've lost your honesty

Tell me you'll be happy once you leave us all behind
Tell me about the kingdom you've been building in your mind
Never really living is a lonely way to go
Will you ever understand there's more than what you know

Tell me who you'll be tomorrow
Where will you keep all your sorrow
Tell me who you'll be tomorrow
Where will you keep all your sorrow

Can I talk to you and will you listen will you see
I'll only take an hour of your precious misery
I'll be watching you and now I'm gonna tell you why
I don't think your way of life can take you very high

Tell me who you'll be tomorrow
Where will you keep all your sorrow
Tell me who you'll be tomorrow
Where will you keep all your sorrow

Who will hold your hand
Who will miss you when you're gone
Don't you understand
I'm telling you

Who will ease your pain
Who will love you all along
Come out of the rain

And maybe there is something you can show me maybe not
And maybe your cold silence is the best thing that you ever given me
Will you ever understand there's more than what you know",Tell Me,0.252
36,Elisa,"Tic tac
Tic tac

Run up those stairs
Cause someone's waiting
You'd better run up those stairs
Somebody's waiting
You're so tired after you've worked
But you know you can miss things
It's so powerful and it will take
Troubles out of your head
It's so powerful and it will take
Troubles out of your head
You're rushing

This is the best lover
Music is the best lover
It's the best lover, the best lover

You're thinking in a strange way
You're so afraid of problems
You're thinking in a strange way
You're so afraid of problems
You're afraid of problems
You're so scared about the ground
And what's so scared about the ground

Tic tac
Tic tac

You run up those stairs
Somebody's waiting
You'd better run up those stairs
Somebody's waiting
You're so tired after you've worked
But you know you can miss things
You're so tired after you've worked
But you know you can miss things 

",Tic Tac,0.156
37,Elisa,"Why do you wanna know everything
Why do you need a plan in your mind
Why do you smile if you don't want to
Why do you act if this is all true
How can you keep your wish inside you
How can I just forget about you
When I could never lie to you
When I could never hide it from you
Even if I'd only give you silence
You would know
What's taking place in my mind
But your world has got the fever
You're killing it with your reasons
Your world has got the fever
And you step on it and don't see it
Why do we end up being so lonely?
Now where have your eyes gone if nothing scares you
Why is this all just never enough
To make you happy
To stop your thinking
'cause your world has got the fever
You're killing it with your reasons
Your world has got the fever
And you step on it and you don't see it
Think I'm falling give me your hand
Think I'm falling give me your hand
Think I'm falling give me your hand
Think I'm falling give me your hand
I was walking when I saw a bird in the sky
And I followed its flight with my eyes
I felt like I could take myself up there
And it just made me smile inside
And it just made me fall in love
With everything
But your world has got the fever
You're killing it with your reasons
Your world has got the fever
And you step on it and don't see it
But your world has got the fever
You're killing it with your reasons
Your world has got the fever
And you step on it and don't see it
Your world has got the fever
It is shaking and you jump on it
But your world has got the fever
You're killing it with your reasons
Your world has got the fever
Your world has got the fever



",Fever,0.416
38,Elisa,"What shall I do,
Just to feel a little over zero, a little over
Now that I'm sadness
Now that I'm weakness
Gonna walk like it's for ever
Gonna walk because it could save me
For my fragility could kill me
Is this the best I can be
Is this the best I can give

'Cause I want to break out
'N just live my life
Yeah I want to wake up
'N find out I'm alive
A saint for each bone
Would be magical
It would feel so all consuming
That I'd burn up just like paper
And my serenity it would kill me so

Is this the beast I can be
Is this the best I can give

'Cause I want to break out
'N just live my life
Yeah I want to wake up
'N find out I'm alive
Yeah I want to wake up
'N just live my life
Yeah I want to wake up
'N find out I'm alive

[Bridge x2]
Is this the beast I can be
Is this the best I can give",A Little Over Zero,0.156
39,Elisa,"(cover of Velvet Underground - Lou Reed)

Here she comes
You'd better watch your step
She's going to break your heart in two
It's true

It's not hard to realise
Just look into her false colored eyes
She'll build you up just to put you down
What a clown!

Everybody knows
The things she does to please
She's just a little tease
See the way she walks
Hear the way she talks

You're put down in her book
And you are number 37, have a look!
She's going to smile to make you frown
What a clown!

Little boy, she's from the street
So before you start you're already beat
She's going to play you for a fool
You can see it's true

Everybody knows the things
The things she does to please
She's just... just a little tease.. oh, she is just..
See the way she walks
Do you hear the way she talks?

Everybody knows the things
The things she does to please
She's just... just a little tease.. oh, she is just..
Do you see the way she walks?
Do you hear the way she talks?

She sings.. la la la la la...

She's le femme fatale
(and she sings)
She's le femme fatale
(and she sings)
She's le femme fatale
(and she sings)
She's le femme fatale
(and she sings)
She sings..




",Femme Fatale,0.165
40,Elisa,"I heard there was a secret chord
That David played and it pleased the lord
But you don't really care for music, do you
Well it goes like this the fourth, the fifth
The minor fall and the major lift
The baffled king composing hallelujah

Hallelujah, hallelujah, hallelujah, hallelujah...

Well your faith was strong but you needed proof
You saw her bathing on the roof
Her beauty and the moonlight overthrew you
And she tied you to her kitchen chair
She broke your throne and she cut your hair
And from your lips she drew the hallelujah

Hallelujah, hallelujah, hallelujah, hallelujah...

Baby I've been here before
I've seen this room and I've walked this floor
I used to live alone before I knew you
I've seen your flag on the marble arch
But love is not a victory march
It's a cold and it's a broken hallelujah

Hallelujah, hallelujah, hallelujah, hallelujah...

Well there was a time when you let me know
What's really going on below
But now you never show that to me do you
But remember when I moved in you
And the holy dove was moving too
And every breath we drew was hallelujah

Hallelujah, hallelujah, hallelujah, hallelujah...

Well, maybe there is a God above
But all I've ever learnt from love
Was how to shoot somebody who outdrew you
And it's not a cry that you hear at night
It's not somebody who's seen the light
It's a cold and it's a broken hallelujah

Hallelujah, hallelujah, hallelujah, hallelujah...
Hallelujah, hallelujah, hallelujah, hallelujah...",Hallelujah,0.073
41,Elisa,"Tell me about the place you're from
Tell me about the things you've done
Tell me what you really need
Tell me what just makes you bleed

'Cause sometimes I can't be myself 
I can't feel inside what people say
So I just close my ears, my eyes 
And I feel like shutting my mouth

But I saw you were in need of help
That is when my heart just melts
When I see sorrow in your eyes
There's nowhere you can hide the lies

I know why you're trapped, what makes you feel like that
How you just lost your path and each fear that makes you act
I know why you're trapped, what makes you feel like that
How you just lost your path and each fear that holds you back

I know how we need to change
How strange it feels to rearrange
What makes you want to just move on
Is why you should be already gone

But I know why you're trapped, what makes you feel like that
How you just lost your path and each fear that makes you act
I know why you're trapped, what makes you feel like that, 
How you just lost your path and each fear that holds you back

But you could try now, with what you've got
Yeah you could try now, the way you are
You could try now, give it a try just a try..

Cause I know why you're trapped, what makes you feel like that
How you just lost your path and each fear that holds you back
I know why you're trapped, what makes you feel like that
How you just lost your path and each fear that holds you back
I know why you're trapped, what makes you feel like that
How you just lost your path and each fear that holds you back",In the Green,0.129
